epoch,train_loss,val_loss,val_accuracy,val_f1_macro
1,2.305743324756622,2.29557466506958,0.09722222222222222,0.017796610169491526
2,2.2862138032913206,2.279150068759918,0.09722222222222222,0.017721518987341773
3,2.270753824710846,2.2619069814682007,0.19444444444444445,0.13497889305816135
4,2.251328539848328,2.2317408323287964,0.24074074074074073,0.2087377803296695
